source,source_status,target,target_status,source_entry
Jan Jacobs,masters sons,Wouter Jacobs,master,26051641
Antoon Van Opstal,master,Jan Van Opstal,masters sons,26051650A
Hendrick Carel Van Daele,apprentice,Peter Van der Borcht,master,26051662
Jan De Paege,master,Maerten Monckernet,apprentice,26061625A
Jan De Hies,apprentice,Servaes Coels,master,26071606
Jan De Vos,master,Peter Seerstevens,apprentice,26091629
Hieronymus Van Orley,master,Peter Coppens,master,26111611B
Elias Geeraerts,master,Hans De Buck,apprentice,26111611C
Francois Van Obberghen,apprentice,Lenard Wauwermans,master,26111613A
Francois De Backer,master,Maerten Heunis,master,26111613B
Adam Geeraerts,master,Coenraet Geeraerts,masters sons,26111613C
Adam Geeraerts,master,Elias Geeraerts,masters sons,27011611
Johannes Mertens,master,Peter Van den Steen,apprentice,27011612
Paulus Goddyn,master,Thomas Franck,master,27021617
Paulus Goddyn,apprentice,Thomas Franck,master,27021617
Alexander Levens,master,Peter Noveliers,master,27031615
Alexander Levens,apprentice,Peter Noveliers,master,27031615
Matthys Van den Steen,master,Nicolaes Vranckx,apprentice,27041627
Carel De Swert,master,Jan Stockmans,apprentice,27041661
Jacques Faydherbe,master,Willem Van Yperseel,apprentice,27061624A
Jacques Faydherbe,master,Willem Van Yperseel,master,27061624A
Jacques Faydherbe,master,Jan Nys,apprentice,27061631
Hendrick De Vries,master,Jan Fremont,apprentice,27081610
Carel Van den Steen,master,Hans Van Kelegem,master,27081613
Carel Philips Spierinckx,apprentice,Jan Spierinckx,master,27091612
Carel Philips Spierinckx,apprentice,Michiel De Bordeaux,master,27091612
Jan Spierinckx,master,Michiel De Bordeaux,master,27091612
Francois Rusaert,apprentice,Jan De Moralis,master,27101613
Antoon Van Opstal,master,Philips Bolognino,apprentice,27101649
Jacob Van Schoens,master,Jacques De Fayter,master,27111613
Antoon Van Berenbroeck,apprentice,Lanceloot Lefebure,master,27121611
Dirick Janssens,master,Jacques Roddaert,master,27121613
Dirick Janssens,apprentice,Jacques Roddaert,master,27121613
Abraham Van der Schriecke,apprentice,Baptist Gilgodt,master,28011611
Adriaen Van Zinnick,master,Philips De Coninck,apprentice,28011621
Fernand Bert,master,Francois Van der Plas,apprentice,28031610
Hendrick De Vries,master,Willem Boelant,apprentice,28041606
Antoon Sallaert,master,Jan Baptist Sallaert,apprentice,28041629
Francois Mossens,master,Philips De Pellegin De Larcon,apprentice,28051620A
Jacob De Meulder,apprentice,Lucas De Kemp,master,28051620B
Christoffel Huygens,apprentice,Louis Cousin,master,28051662
Adriaen Francois Baudewyns,master,Andries Meulebeeck,apprentice,28051682
Joos ,apprentice,Nicolaes Van den Schilde,master,28051683
Carolo Lasko,apprentice,Philips Van Bentem,master,28061610
Augustyn Stom,apprentice,Paulus Goddyn,master,28061618
Cornelis Gillis,master,Francois Van den Dries,apprentice,28061628
Francois De Backer,apprentice,Francois Ysenbaut,master,28061667
Bartholomeus De Smedt,apprentice,Jan Van Velthoven,master,28071618
David Teniers,master,Salomon Daure Cour,apprentice,28071675A
David Teniers,master,Johannes Baptist Van Diest,apprentice,28071675B
Allonse Boyens,apprentice,David Noveliers,master,28091622
Peter Van Capenborcht,master,Willem Lenaerts,apprentice,28091651
Antoon Van den Bossche,master,Peter De Backer,apprentice,28091670B
Antoon Van den Bossche,master,Peter De Backer,master,28091670B
Passchier Luppens,master,Philips Van Bentem,master,28101613
Jacques Artois,master,Jan De Sainneville,apprentice,28101639A
Jan De Broe,apprentice,Lanceloot Lefebure,master,28101639B
Francois De Backer,master,Huybrecht Van Corttem,apprentice,28111606A
Antoon De Wiette,apprentice,Peter Noveliers,master,28111606B
Jan Baptist Weerman,master,Jan Boerman,master,28111613
Jacques Faydherbe,master,Peter Van Gindertaelen,apprentice,29011636B
Antoon Van den Bossche,master,Matthys Van den Bosch,masters sons,29011651A
Bartholomeus Philipsens,masters sons,Hieronymus Fluffens,master,29011651B
Peter Achtschellinck,master,Philips Van der Elst,master,29011651C
Gillis Claessens,master,Jan Baptist Grondone,master,29041604
Jan De Meulder,apprentice,Lucas De Kemp,master,29051638
Gerard Cosyn,apprentice,Gerard Van Hoochstadt,master,29061616
Hans Mattheus,apprentice,Jan Mattheus,master,29061618
David Noveliers,master,Francois Gallaert,apprentice,29061625
Cornelis Floris,master,Francois Attendael,apprentice,29061628
Hendrick Van Bronckhorst,masters sons,Jan Van Bronckhorst,master,29061653B
Francois Reps,apprentice,Thomas Pins,master,29061673
Hans Van Lyn,apprentice,Jacques Van der Borcht,master,29081602
Gerard Van Hoochstadt,master,Jan Baptist Deschamps,apprentice,29091651
Jan [b] Raes,master,Michiel Van Dormael,apprentice,29091672
Lucas Achtschellinck,apprentice,Peter Van der Borcht,master,29101639
George Buerchaut,apprentice,Jacob Hanebal,master,30011600A
Hans De Smedt,master,Lenard Nagels,apprentice,30011600B
Alexander Dyngens,apprentice,Michiel Hardies,master,30011610
Hans Clement,master,Salvador Peres,apprentice,30011613
Antoon Van der Meren,master,Nicolaes Marius,apprentice,30011614A
Antoon Van der Meren,master,Nicolaes Marius,master,30011614A
Godfried Rogaerts,master,Philips De Vreese,apprentice,30011614B
Godfried Rogaerts,master,Philips De Vreese,master,30011614B
Francois Tons,master,Nicolaes Zerckenis,apprentice,30011614C
Francois Tons,master,Nicolaes Zerckenis,master,30011614C
Antoon Van den Bossche,master,Steven Stekeldoore,apprentice,30011637A
Ambrosius Du Witteme,apprentice,Philips Van der Elst,master,30011637B
Joos Adriaensen,apprentice,Nicolaes Caussens,master,30031621
David Noveliers,master,Nicolaes Bertreyn,apprentice,30041616
Philips Van der Elst,apprentice,Servaes Coels,master,30041620
Carel Van den Steen,master,Matthys Van den Steen,masters sons,30041626A
Peter Meerts,apprentice,Philips Van der Elst,master,30041629
Jan Petit,apprentice,Wouter Jacobs,master,30061610
Cornelis Floris,master,Lucas Raes,apprentice,30061631
Nicolaes De Smedt,apprentice,Peter Van der Plas,master,30061637B
Jan Van Daele,master,Nicolaes De Lagrene,apprentice,30061648A
Francois Dispo,apprentice,Leo Van Heil,master,30061648B
Willem Gening,apprentice,[widow of] Prins,master,30071644
Carel De Kemp,master,Hans Van Dormael,apprentice,30081610
Antoon Van den Bossche,apprentice,Cornelis Gillis,master,30081623
Antoon Van den Bossche,master,Cornelis Gillis,master,30081623
Gillis Van Waeyenbergh,master,Peter De Werremon,apprentice,30081650A
Florentin Lefebure,apprentice,Jan Van Velthoven,master,30081650B
Jan Geeraerts,master,Peter De Neck,apprentice,30081650C
Carel De Swert,master,Jan Baptist Meskens,apprentice,30081675
Jan De Vos,apprentice,Lenard Wauwermans,master,30101602
Adriaen Poetterloo,master,Peter Van Potteloy,masters sons,30101609
Gysbrecht Venus,master,Lanceloot De Coelx,master,30101610
Carel Alexander Van Geel,apprentice,Jan Van Velthoven,master,30101635
Hendrick De Lannoy,apprentice,Jan Bouillon,master,30111611
Antoon Sallaert,master,Daniel De Duck,apprentice,30121626
Jacques De Groete,master,Maximiliaen De Groete,masters sons,31011600B
Jan De Vos,master,Lenard Wauwermans,master,31011625
Jan De Vos,apprentice,Lenard Wauwermans,master,31011625
Gelaude Habaert,master,Jan Appelmans,apprentice,31011626A
Peter Coppens,master,Thomas Le Post,apprentice,31011626B
Francois Coppens,master,Jan Van Meullens,apprentice,31011674
Gerard Van Hoochstadt,master,Servaes Quebout,apprentice,31031623
Antoon Sallaert,master,Philips Jan Willeman,apprentice,31031637A
Peter Snayers,master,Willem Van Schoor,apprentice,31031637B
Dominicus Seghers,master,Gelaude Habaert,apprentice,31051606
Adriaen Van Zinnick,master,Jacob Van Grimberghen,apprentice,31051617A
Peter Le Sellier,apprentice,Willem Van Graenenbroeck,master,31051617B
Dermitius Claret,apprentice,Jacob De Backer,master,31051640B
Hans Van den Eynde,master,Hendrick Gieverckx,apprentice,31101626
